date,Team_Name,Average_Age
12/19/21,MIAMI HEAT,28.64
12/19/21,MILWAUKEE BUCKS,28.08
12/19/21,MINNESOTA TIMBERWOLVES,24.51
12/19/21,NEW ORLEANS PELICANS,25.65
12/19/21,NEW YORK KNICKS,26.3
12/19/21,OKLAHOMA CITY THUNDER,23.75
12/19/21,ORLANDO MAGIC,24.64
12/19/21,PHILADELPHIA 76ERS,26.15
12/19/21,PHOENIX SUNS,27.55
12/19/21,PORTLAND TRAIL BLAZERS,26.34
12/19/21,SACRAMENTO KINGS,25.29
12/19/21,SAN ANTONIO SPURS,25.22
12/19/21,TORONTO RAPTORS,25.17
12/19/21,UTAH JAZZ,29.17
12/19/21,WASHINGTON WIZARDS,26.07
12/20/21,ATLANTA HAWKS,26.71
12/20/21,BOSTON CELTICS,25.85
12/20/21,BROOKLYN NETS,28.57
12/20/21,CHARLOTTE HORNETS,24.85
12/20/21,CHICAGO BULLS,25.44
12/20/21,CLEVELAND CAVALIERS,25.67
12/20/21,DALLAS MAVERICKS,26.89
12/20/21,DENVER NUGGETS,26.39
12/20/21,DETROIT PISTONS,24.53
12/20/21,GOLDEN STATE WARRIORS,27.68
12/20/21,HOUSTON ROCKETS,24.98
12/20/21,INDIANA PACERS,27.01
12/20/21,LOS ANGELES CLIPPERS,26.75
12/20/21,LOS ANGELES LAKERS,31.11
12/20/21,MEMPHIS GRIZZLIES,24.07
12/20/21,MIAMI HEAT,28.64
12/20/21,MILWAUKEE BUCKS,28.08
12/20/21,MINNESOTA TIMBERWOLVES,24.51
12/20/21,NEW ORLEANS PELICANS,25.65
12/20/21,NEW YORK KNICKS,26.3
12/20/21,OKLAHOMA CITY THUNDER,23.75
12/20/21,ORLANDO MAGIC,24.64
12/20/21,PHILADELPHIA 76ERS,26.15
12/20/21,PHOENIX SUNS,27.55
12/20/21,PORTLAND TRAIL BLAZERS,26.34
12/20/21,SACRAMENTO KINGS,25.29
12/20/21,SAN ANTONIO SPURS,25.22
12/20/21,TORONTO RAPTORS,25.17
12/20/21,UTAH JAZZ,29.17
12/20/21,WASHINGTON WIZARDS,26.07
12/21/21,ATLANTA HAWKS,26.19
12/21/21,BOSTON CELTICS,25.85
12/21/21,BROOKLYN NETS,28.57
12/21/21,CHARLOTTE HORNETS,24.85
12/21/21,CHICAGO BULLS,25.44
12/21/21,CLEVELAND CAVALIERS,25.67
12/21/21,DALLAS MAVERICKS,26.89
12/21/21,DENVER NUGGETS,26.39
12/21/21,DETROIT PISTONS,24.53
12/21/21,GOLDEN STATE WARRIORS,27.68
12/21/21,HOUSTON ROCKETS,24.98
12/21/21,INDIANA PACERS,27.01
12/21/21,LOS ANGELES CLIPPERS,26.75
12/21/21,LOS ANGELES LAKERS,31.11
12/21/21,MEMPHIS GRIZZLIES,24.07
12/21/21,MIAMI HEAT,28.64
12/21/21,MILWAUKEE BUCKS,28.08
12/21/21,MINNESOTA TIMBERWOLVES,24.51
12/21/21,NEW ORLEANS PELICANS,25.65
12/21/21,NEW YORK KNICKS,26.3
12/21/21,OKLAHOMA CITY THUNDER,23.75
12/21/21,ORLANDO MAGIC,24.64
12/21/21,PHILADELPHIA 76ERS,25.76
12/21/21,PHOENIX SUNS,27.55
12/21/21,PORTLAND TRAIL BLAZERS,26.31
12/21/21,SACRAMENTO KINGS,25.29
12/21/21,SAN ANTONIO SPURS,25.22
12/21/21,TORONTO RAPTORS,25.17
12/21/21,UTAH JAZZ,29.17
12/21/21,WASHINGTON WIZARDS,26.07
12/22/21,ATLANTA HAWKS,26.19
12/22/21,BOSTON CELTICS,25.85
12/22/21,BROOKLYN NETS,28.57
12/22/21,CHARLOTTE HORNETS,24.85
12/22/21,CHICAGO BULLS,25.44
12/22/21,CLEVELAND CAVALIERS,25.67
12/22/21,DALLAS MAVERICKS,26.7
12/22/21,DENVER NUGGETS,26.39
12/22/21,DETROIT PISTONS,24.53
12/22/21,GOLDEN STATE WARRIORS,27.68
12/22/21,HOUSTON ROCKETS,24.98
12/22/21,INDIANA PACERS,27.01
12/22/21,LOS ANGELES CLIPPERS,26.75
12/22/21,LOS ANGELES LAKERS,31.11
12/22/21,MEMPHIS GRIZZLIES,24.07
12/22/21,MIAMI HEAT,28.64
12/22/21,MILWAUKEE BUCKS,28.08
12/22/21,MINNESOTA TIMBERWOLVES,24.51
12/22/21,NEW ORLEANS PELICANS,25.65
12/22/21,NEW YORK KNICKS,26.3
12/22/21,OKLAHOMA CITY THUNDER,23.75
12/22/21,ORLANDO MAGIC,24.64
12/22/21,PHILADELPHIA 76ERS,25.76
12/22/21,PHOENIX SUNS,27.55
12/22/21,PORTLAND TRAIL BLAZERS,26.31
12/22/21,SACRAMENTO KINGS,25.29
12/22/21,SAN ANTONIO SPURS,25.22
12/22/21,TORONTO RAPTORS,25.17
12/22/21,UTAH JAZZ,29.17
12/22/21,WASHINGTON WIZARDS,26.07
12/23/21,ATLANTA HAWKS,26.47
12/23/21,BOSTON CELTICS,25.85
12/23/21,BROOKLYN NETS,28.57
12/23/21,CHARLOTTE HORNETS,24.85
12/23/21,CHICAGO BULLS,25.44
12/23/21,CLEVELAND CAVALIERS,25.67
12/23/21,DALLAS MAVERICKS,26.7
12/23/21,DENVER NUGGETS,26.39
12/23/21,DETROIT PISTONS,24.53
12/23/21,GOLDEN STATE WARRIORS,27.68
12/23/21,HOUSTON ROCKETS,24.98
12/23/21,INDIANA PACERS,27.01
12/23/21,LOS ANGELES CLIPPERS,26.75
12/23/21,LOS ANGELES LAKERS,31.11
12/23/21,MEMPHIS GRIZZLIES,24.07
12/23/21,MIAMI HEAT,28.64
12/23/21,MILWAUKEE BUCKS,28.08
12/23/21,MINNESOTA TIMBERWOLVES,24.51
12/23/21,NEW ORLEANS PELICANS,25.65
12/23/21,NEW YORK KNICKS,26.3
12/23/21,OKLAHOMA CITY THUNDER,23.75
12/23/21,ORLANDO MAGIC,24.96
12/23/21,PHILADELPHIA 76ERS,25.76
12/23/21,PHOENIX SUNS,27.55
12/23/21,PORTLAND TRAIL BLAZERS,26.31
12/23/21,SACRAMENTO KINGS,25.32
12/23/21,SAN ANTONIO SPURS,25.22
12/23/21,TORONTO RAPTORS,25.17
12/23/21,UTAH JAZZ,29.17
12/23/21,WASHINGTON WIZARDS,26.07
12/24/21,ATLANTA HAWKS,26.49
12/24/21,BOSTON CELTICS,25.85
12/24/21,BROOKLYN NETS,28.57
12/24/21,CHARLOTTE HORNETS,24.85
12/24/21,CHICAGO BULLS,25.44
12/24/21,CLEVELAND CAVALIERS,25.67
12/24/21,DALLAS MAVERICKS,26.77
12/24/21,DENVER NUGGETS,26.39
12/24/21,DETROIT PISTONS,24.53
12/24/21,GOLDEN STATE WARRIORS,27.68
12/24/21,HOUSTON ROCKETS,24.98
12/24/21,INDIANA PACERS,27.01
12/24/21,LOS ANGELES CLIPPERS,26.75
12/24/21,LOS ANGELES LAKERS,30.84
12/24/21,MEMPHIS GRIZZLIES,24.07
12/24/21,MIAMI HEAT,28.64
12/24/21,MILWAUKEE BUCKS,28.08
12/24/21,MINNESOTA TIMBERWOLVES,24.51
12/24/21,NEW ORLEANS PELICANS,25.75
12/24/21,NEW YORK KNICKS,26.48
12/24/21,OKLAHOMA CITY THUNDER,23.75
12/24/21,ORLANDO MAGIC,24.96
12/24/21,PHILADELPHIA 76ERS,25.99
12/24/21,PHOENIX SUNS,27.55
12/24/21,PORTLAND TRAIL BLAZERS,26.31
12/24/21,SACRAMENTO KINGS,25.32
12/24/21,SAN ANTONIO SPURS,25.22
12/24/21,TORONTO RAPTORS,25.17
12/24/21,UTAH JAZZ,29.17
12/24/21,WASHINGTON WIZARDS,26.07
12/25/21,ATLANTA HAWKS,26.49
12/25/21,BOSTON CELTICS,25.85
12/25/21,BROOKLYN NETS,28.57
12/25/21,CHARLOTTE HORNETS,24.85
12/25/21,CHICAGO BULLS,25.44
12/25/21,CLEVELAND CAVALIERS,25.67
12/25/21,DALLAS MAVERICKS,26.77
12/25/21,DENVER NUGGETS,26.39
12/25/21,DETROIT PISTONS,24.53
12/25/21,GOLDEN STATE WARRIORS,27.68
12/25/21,HOUSTON ROCKETS,24.98
12/25/21,INDIANA PACERS,27.01
12/25/21,LOS ANGELES CLIPPERS,26.75
12/25/21,LOS ANGELES LAKERS,30.84
12/25/21,MEMPHIS GRIZZLIES,24.07
12/25/21,MIAMI HEAT,28.64
12/25/21,MILWAUKEE BUCKS,28.08
12/25/21,MINNESOTA TIMBERWOLVES,24.51
12/25/21,NEW ORLEANS PELICANS,25.75
12/25/21,NEW YORK KNICKS,26.48
12/25/21,OKLAHOMA CITY THUNDER,23.75
12/25/21,ORLANDO MAGIC,24.96
12/25/21,PHILADELPHIA 76ERS,25.99
12/25/21,PHOENIX SUNS,27.55
12/25/21,PORTLAND TRAIL BLAZERS,26.31
12/25/21,SACRAMENTO KINGS,25.32
12/25/21,SAN ANTONIO SPURS,25.22
12/25/21,TORONTO RAPTORS,25.17
12/25/21,UTAH JAZZ,29.17
12/25/21,WASHINGTON WIZARDS,26.07
12/26/21,ATLANTA HAWKS,26.49
12/26/21,BOSTON CELTICS,25.85
12/26/21,BROOKLYN NETS,28.57
12/26/21,CHARLOTTE HORNETS,24.85
12/26/21,CHICAGO BULLS,25.44
12/26/21,CLEVELAND CAVALIERS,25.67
12/26/21,DALLAS MAVERICKS,26.68
12/26/21,DENVER NUGGETS,26.39
12/26/21,DETROIT PISTONS,24.53
12/26/21,GOLDEN STATE WARRIORS,27.52
12/26/21,HOUSTON ROCKETS,24.98
12/26/21,INDIANA PACERS,27.01
12/26/21,LOS ANGELES CLIPPERS,26.75
12/26/21,LOS ANGELES LAKERS,30.73
12/26/21,MEMPHIS GRIZZLIES,24.07
12/26/21,MIAMI HEAT,28.64
12/26/21,MILWAUKEE BUCKS,27.91
12/26/21,MINNESOTA TIMBERWOLVES,24.51
12/26/21,NEW ORLEANS PELICANS,25.75
12/26/21,NEW YORK KNICKS,26.48
12/26/21,OKLAHOMA CITY THUNDER,23.75
12/26/21,ORLANDO MAGIC,24.96
12/26/21,PHILADELPHIA 76ERS,25.99
12/26/21,PHOENIX SUNS,27.55
12/26/21,PORTLAND TRAIL BLAZERS,26.31
12/26/21,SACRAMENTO KINGS,25.32
12/26/21,SAN ANTONIO SPURS,25.22
12/26/21,TORONTO RAPTORS,25.17
12/26/21,UTAH JAZZ,29.17
12/26/21,WASHINGTON WIZARDS,26.07
12/27/21,ATLANTA HAWKS,26.49
12/27/21,BOSTON CELTICS,25.85
12/27/21,BROOKLYN NETS,28.57
12/27/21,CHARLOTTE HORNETS,24.85
12/27/21,CHICAGO BULLS,25.44
12/27/21,CLEVELAND CAVALIERS,25.83
12/27/21,DALLAS MAVERICKS,26.68
12/27/21,DENVER NUGGETS,26.39
12/27/21,DETROIT PISTONS,24.36
12/27/21,GOLDEN STATE WARRIORS,27.52
12/27/21,HOUSTON ROCKETS,24.98
12/27/21,INDIANA PACERS,26.65
12/27/21,LOS ANGELES CLIPPERS,26.75
12/27/21,LOS ANGELES LAKERS,30.73
12/27/21,MEMPHIS GRIZZLIES,24.07
12/27/21,MIAMI HEAT,28.64
12/27/21,MILWAUKEE BUCKS,27.91
12/27/21,MINNESOTA TIMBERWOLVES,24.51
12/27/21,NEW ORLEANS PELICANS,25.64
12/27/21,NEW YORK KNICKS,26.48
12/27/21,OKLAHOMA CITY THUNDER,23.75
12/27/21,ORLANDO MAGIC,24.96
12/27/21,PHILADELPHIA 76ERS,25.99
12/27/21,PHOENIX SUNS,27.55
12/27/21,PORTLAND TRAIL BLAZERS,26.31
12/27/21,SACRAMENTO KINGS,25.32
12/27/21,SAN ANTONIO SPURS,25.22
12/27/21,TORONTO RAPTORS,24.93
12/27/21,UTAH JAZZ,29.17
12/27/21,WASHINGTON WIZARDS,25.88
12/28/21,ATLANTA HAWKS,26.34
12/28/21,BOSTON CELTICS,25.85
12/28/21,BROOKLYN NETS,28.57
12/28/21,CHARLOTTE HORNETS,24.85
12/28/21,CHICAGO BULLS,25.44
12/28/21,CLEVELAND CAVALIERS,25.83
12/28/21,DALLAS MAVERICKS,26.68
12/28/21,DENVER NUGGETS,26.39
12/28/21,DETROIT PISTONS,24.36
12/28/21,GOLDEN STATE WARRIORS,27.52
12/28/21,HOUSTON ROCKETS,24.67
12/28/21,INDIANA PACERS,26.65
12/28/21,LOS ANGELES CLIPPERS,26.76
12/28/21,LOS ANGELES LAKERS,30.73
12/28/21,MEMPHIS GRIZZLIES,24.07
12/28/21,MIAMI HEAT,28.64
12/28/21,MILWAUKEE BUCKS,27.91
12/28/21,MINNESOTA TIMBERWOLVES,24.94
12/28/21,NEW ORLEANS PELICANS,25.64
12/28/21,NEW YORK KNICKS,26.48
12/28/21,OKLAHOMA CITY THUNDER,23.75
12/28/21,ORLANDO MAGIC,24.96
12/28/21,PHILADELPHIA 76ERS,25.99
12/28/21,PHOENIX SUNS,27.55
12/28/21,PORTLAND TRAIL BLAZERS,26.18
12/28/21,SACRAMENTO KINGS,25.32
12/28/21,SAN ANTONIO SPURS,25.02
12/28/21,TORONTO RAPTORS,24.93
12/28/21,UTAH JAZZ,29.17
12/28/21,WASHINGTON WIZARDS,25.88
12/29/21,ATLANTA HAWKS,26.34
12/29/21,BOSTON CELTICS,25.85
12/29/21,BROOKLYN NETS,28.57
12/29/21,CHARLOTTE HORNETS,24.85
12/29/21,CHICAGO BULLS,25.44
12/29/21,CLEVELAND CAVALIERS,25.83
12/29/21,DALLAS MAVERICKS,26.68
12/29/21,DENVER NUGGETS,26.39
12/29/21,DETROIT PISTONS,24.36
12/29/21,GOLDEN STATE WARRIORS,27.52
12/29/21,HOUSTON ROCKETS,24.67
12/29/21,INDIANA PACERS,26.65
12/29/21,LOS ANGELES CLIPPERS,26.76
12/29/21,LOS ANGELES LAKERS,30.73
12/29/21,MEMPHIS GRIZZLIES,24.07
12/29/21,MIAMI HEAT,28.64
12/29/21,MILWAUKEE BUCKS,27.91
12/29/21,MINNESOTA TIMBERWOLVES,24.94
12/29/21,NEW ORLEANS PELICANS,25.64
12/29/21,NEW YORK KNICKS,26.48
12/29/21,OKLAHOMA CITY THUNDER,23.75
12/29/21,ORLANDO MAGIC,24.96
12/29/21,PHILADELPHIA 76ERS,25.99
12/29/21,PHOENIX SUNS,27.55
12/29/21,PORTLAND TRAIL BLAZERS,26.18
12/29/21,SACRAMENTO KINGS,25.32
12/29/21,SAN ANTONIO SPURS,25.02
12/29/21,TORONTO RAPTORS,24.93
12/29/21,UTAH JAZZ,29.17
12/29/21,WASHINGTON WIZARDS,25.88
12/30/21,ATLANTA HAWKS,26.34
12/30/21,BOSTON CELTICS,25.85
12/30/21,BROOKLYN NETS,28.57
12/30/21,CHARLOTTE HORNETS,24.85
12/30/21,CHICAGO BULLS,25.44
12/30/21,CLEVELAND CAVALIERS,25.83
12/30/21,DALLAS MAVERICKS,26.68
12/30/21,DENVER NUGGETS,26.39
12/30/21,DETROIT PISTONS,24.36
12/30/21,GOLDEN STATE WARRIORS,27.52
12/30/21,HOUSTON ROCKETS,24.67
12/30/21,INDIANA PACERS,26.65
12/30/21,LOS ANGELES CLIPPERS,26.76
12/30/21,LOS ANGELES LAKERS,30.73
12/30/21,MEMPHIS GRIZZLIES,24.07
12/30/21,MIAMI HEAT,28.64
12/30/21,MILWAUKEE BUCKS,27.91
12/30/21,MINNESOTA TIMBERWOLVES,24.94
12/30/21,NEW ORLEANS PELICANS,25.64
12/30/21,NEW YORK KNICKS,26.48
12/30/21,OKLAHOMA CITY THUNDER,23.69
12/30/21,ORLANDO MAGIC,24.96
12/30/21,PHILADELPHIA 76ERS,25.99
12/30/21,PHOENIX SUNS,27.55
12/30/21,PORTLAND TRAIL BLAZERS,26.18
12/30/21,SACRAMENTO KINGS,25.32
12/30/21,SAN ANTONIO SPURS,25.02
12/30/21,TORONTO RAPTORS,24.93
12/30/21,UTAH JAZZ,29.17
12/30/21,WASHINGTON WIZARDS,25.82
12/31/21,ATLANTA HAWKS,26.3
12/31/21,BOSTON CELTICS,25.85
12/31/21,BROOKLYN NETS,28.57
12/31/21,CHARLOTTE HORNETS,24.85
12/31/21,CHICAGO BULLS,25.44
12/31/21,CLEVELAND CAVALIERS,25.77
12/31/21,DALLAS MAVERICKS,26.94
12/31/21,DENVER NUGGETS,26.39
12/31/21,DETROIT PISTONS,24.47
12/31/21,GOLDEN STATE WARRIORS,27.52
12/31/21,HOUSTON ROCKETS,24.67
12/31/21,INDIANA PACERS,26.72
12/31/21,LOS ANGELES CLIPPERS,26.76
12/31/21,LOS ANGELES LAKERS,30.73
12/31/21,MEMPHIS GRIZZLIES,24.11
12/31/21,MIAMI HEAT,28.64
12/31/21,MILWAUKEE BUCKS,27.91
12/31/21,MINNESOTA TIMBERWOLVES,24.94
12/31/21,NEW ORLEANS PELICANS,25.64
12/31/21,NEW YORK KNICKS,26.48
12/31/21,OKLAHOMA CITY THUNDER,24.12
12/31/21,ORLANDO MAGIC,24.96
12/31/21,PHILADELPHIA 76ERS,25.99
12/31/21,PHOENIX SUNS,27.55
12/31/21,PORTLAND TRAIL BLAZERS,25.93
12/31/21,SACRAMENTO KINGS,25.32
12/31/21,SAN ANTONIO SPURS,25.02
12/31/21,TORONTO RAPTORS,24.93
12/31/21,UTAH JAZZ,29.17
12/31/21,WASHINGTON WIZARDS,26.2
1/1/22,ATLANTA HAWKS,26.3
1/1/22,BOSTON CELTICS,25.85
1/1/22,BROOKLYN NETS,28.57
1/1/22,CHARLOTTE HORNETS,24.85
1/1/22,CHICAGO BULLS,25.44
1/1/22,CLEVELAND CAVALIERS,25.79
1/1/22,DALLAS MAVERICKS,26.94
1/1/22,DENVER NUGGETS,26.39
1/1/22,DETROIT PISTONS,24.47
1/1/22,GOLDEN STATE WARRIORS,27.52
1/1/22,HOUSTON ROCKETS,24.67
1/1/22,INDIANA PACERS,26.46
1/1/22,LOS ANGELES CLIPPERS,26.76
1/1/22,LOS ANGELES LAKERS,30.73
1/1/22,MEMPHIS GRIZZLIES,24.1
1/1/22,MIAMI HEAT,27.99
1/1/22,MILWAUKEE BUCKS,27.91
1/1/22,MINNESOTA TIMBERWOLVES,24.94
1/1/22,NEW ORLEANS PELICANS,25.64
1/1/22,NEW YORK KNICKS,26.48
1/1/22,OKLAHOMA CITY THUNDER,24.12
1/1/22,ORLANDO MAGIC,24.96
1/1/22,PHILADELPHIA 76ERS,25.99
1/1/22,PHOENIX SUNS,27.16
1/1/22,PORTLAND TRAIL BLAZERS,25.93
1/1/22,SACRAMENTO KINGS,25.32
1/1/22,SAN ANTONIO SPURS,25.02
1/1/22,TORONTO RAPTORS,24.93
1/1/22,UTAH JAZZ,29.17
1/1/22,WASHINGTON WIZARDS,26.2
1/2/22,ATLANTA HAWKS,26.3
1/2/22,BOSTON CELTICS,25.85
1/2/22,BROOKLYN NETS,28.57
1/2/22,CHARLOTTE HORNETS,24.85
1/2/22,CHICAGO BULLS,25.44
1/2/22,CLEVELAND CAVALIERS,25.79
1/2/22,DALLAS MAVERICKS,26.94
1/2/22,DENVER NUGGETS,26.39
1/2/22,DETROIT PISTONS,24.55
1/2/22,GOLDEN STATE WARRIORS,27.52
1/2/22,HOUSTON ROCKETS,24.67
1/2/22,INDIANA PACERS,26.46
1/2/22,LOS ANGELES CLIPPERS,26.89
1/2/22,LOS ANGELES LAKERS,30.73
1/2/22,MEMPHIS GRIZZLIES,24.1
1/2/22,MIAMI HEAT,27.99
1/2/22,MILWAUKEE BUCKS,27.91
1/2/22,MINNESOTA TIMBERWOLVES,24.94
1/2/22,NEW ORLEANS PELICANS,25.64
1/2/22,NEW YORK KNICKS,26.48
1/2/22,OKLAHOMA CITY THUNDER,24.12
1/2/22,ORLANDO MAGIC,24.96
1/2/22,PHILADELPHIA 76ERS,25.99
1/2/22,PHOENIX SUNS,27.16
1/2/22,PORTLAND TRAIL BLAZERS,25.93
1/2/22,SACRAMENTO KINGS,25.32
1/2/22,SAN ANTONIO SPURS,25.02
1/2/22,TORONTO RAPTORS,24.93
1/2/22,UTAH JAZZ,29.17
1/2/22,WASHINGTON WIZARDS,26.07
1/3/22,ATLANTA HAWKS,26.3
1/3/22,BOSTON CELTICS,25.69
1/3/22,BROOKLYN NETS,28.57
1/3/22,CHARLOTTE HORNETS,24.85
1/3/22,CHICAGO BULLS,25.44
1/3/22,CLEVELAND CAVALIERS,25.79
1/3/22,DALLAS MAVERICKS,26.94
1/3/22,DENVER NUGGETS,26.39
1/3/22,DETROIT PISTONS,24.55
1/3/22,GOLDEN STATE WARRIORS,27.52
1/3/22,HOUSTON ROCKETS,24.67
1/3/22,INDIANA PACERS,26.79
1/3/22,LOS ANGELES CLIPPERS,26.89
1/3/22,LOS ANGELES LAKERS,30.73
1/3/22,MEMPHIS GRIZZLIES,24.1
1/3/22,MIAMI HEAT,27.99
1/3/22,MILWAUKEE BUCKS,27.91
1/3/22,MINNESOTA TIMBERWOLVES,24.94
1/3/22,NEW ORLEANS PELICANS,25.64
1/3/22,NEW YORK KNICKS,26.48
1/3/22,OKLAHOMA CITY THUNDER,24.12
1/3/22,ORLANDO MAGIC,24.96
1/3/22,PHILADELPHIA 76ERS,25.99
1/3/22,PHOENIX SUNS,27.28
1/3/22,PORTLAND TRAIL BLAZERS,25.93
1/3/22,SACRAMENTO KINGS,25.32
1/3/22,SAN ANTONIO SPURS,25.02
1/3/22,TORONTO RAPTORS,24.93
1/3/22,UTAH JAZZ,29.17
1/3/22,WASHINGTON WIZARDS,26.07